Employee_ID,year_month,residual_value
57,2000-07,9329.0
57,2000-08,-5.403488041292803
57,2000-09,-0.004914849561828305
57,2000-10,-4.470399289857596e-06
57,2000-11,-4.065441316924989e-09
57,2000-12,-3.637978807091713e-12
57,2001-01,0.0
57,2001-02,0.0
57,2001-03,138.0
57,2001-04,-0.11427396877479623
57,2001-05,-0.00010394017044745851
57,2001-06,-9.454015525989234e-08
57,2001-07,-6080.081709293794
57,2001-08,6.115470774720961
57,2001-09,0.0013519667918444611
57,2001-10,3.4903769119409844e-06
57,2001-11,8.92032403498888e-09
57,2001-12,-1.95359461940825e-09
57,2002-01,-2.172917447751388e-06
57,2002-02,-0.0023889502008387353
57,2002-03,-71.8684148065604
57,2002-04,-0.05993562086223392
57,2002-05,-3.4384771424811333e-05
57,2002-06,0.12782082191733934
57,2002-07,-332.11503883929254
57,2002-08,0.11760041013985756
57,2002-09,0.00025669808019301854
57,2002-10,6.715672498103231e-07
57,2002-11,1.7207639757543802e-09
57,2002-12,2.3028405848890543e-09
57,2003-01,3.0732553568668664e-07
57,2003-02,-0.0005384822507039644
57,2003-03,-98.39715987338786
57,2003-04,-0.08052300065355666
57,2003-05,-0.00014221806304703932
57,2003-06,0.06556044859826216
57,2003-07,-162.7320534741757
57,2003-08,0.061627788289115415
57,2003-09,0.0001575106452946784
57,2003-10,4.124030965613201e-07
57,2003-11,1.0622898116707802e-09
57,2003-12,3.3760443329811096e-09
57,2004-01,9.88187821349129e-07
57,2004-02,1.2231959772179835e-05
57,2004-03,-67.08949453916284
57,2004-04,-0.05472001890120737
57,2004-05,-9.698343819763977e-05
57,2004-06,0.04364345397880243
57,2004-07,-106.81285241967998
57,2004-08,0.041552970242264564
57,2004-09,0.00011180325418536086
57,2004-10,2.9287184588611126e-07
57,2004-11,7.548806024715304e-10
57,2004-12,3.168679540976882e-09
57,2005-01,1.0165749699808657e-06
57,2005-02,0.00014363224545377307
57,2005-03,-49.36702464420159
57,2005-04,-0.04018755183642497
57,2005-05,-7.07164108462166e-05
57,2005-06,0.032375383509133826
57,2005-07,-78.70440267625236
57,2005-08,0.031062445632414892
57,2005-09,8.556805369153153e-05
57,2005-10,2.2421954781748354e-07
57,2005-11,5.784386303275824e-10
57,2005-12,2.788510755635798e-09
57,2006-01,9.258455975214019e-07
57,2006-02,0.00017310310431639664
57,2006-03,-38.63821125759205
57,2006-04,-0.03141510078239662
57,2006-05,-5.504514956555795e-05
57,2006-06,0.025457157269556774
57,2006-07,-61.64828825006043
57,2006-08,0.024546510680011124
57,2006-09,6.849113378848415e-05
57,2006-10,1.7951242625713348e-07
57,2006-11,4.638422979041934e-10
57,2006-12,2.4247128749266267e-09
57,2007-01,8.193928806576878e-07
57,2007-02,0.00017199031935888343
57,2007-03,-31.391752886898757
57,2007-04,-0.025502102693280904
57,2007-05,-4.456155147636309e-05
57,2007-06,0.02074371409980813
57,2007-07,-50.11147064310353
57,2007-08,0.020069642978342017
57,2007-09,5.643573240377009e-05
57,2007-10,1.479384081903845e-07
57,2007-11,3.838067641481757e-10
57,2007-12,2.1082087187096477e-09
57,2008-01,7.200342224678025e-07
57,2008-02,0.00016085675997601356
57,2008-03,-26.136740254283723
57,2008-04,-0.021220574039034545
57,2008-05,-3.701026435010135e-05
57,2008-06,0.017305554099948495
57,2008-07,-41.736905024650696
57,2008-08,0.01678350296424469
57,2008-09,4.743341196444817e-05
57,2008-10,1.2435339158400893e-07
57,2008-11,3.219611244276166e-10
57,2008-12,1.837179297581315e-09
57,2009-01,6.322879926301539e-07
57,2009-02,0.0001467562160542002
57,2009-03,-22.132653539572857
57,2009-04,-0.017961980613108608
57,2009-05,-3.1285029763239436e-05
57,2009-06,0.014674909996756469
57,2009-07,-35.3513614881831
57,2009-08,0.014257148952310672
57,2009-09,38.00004043201807
57,2009-10,0.031094783214939525
57,2009-11,7.947987978695892e-05
57,2009-12,2.0475999917834997e-07
57,2010-01,5.564907041843981e-07
57,2010-02,0.0001323447359027341
57,2010-03,-18.970146762341756
57,2010-04,-0.015390554995974526
57,2010-05,-2.6780022380989976e-05
57,2010-06,0.012590804906722042
57,2010-07,-30.30531015951783
57,2010-08,0.01157822813729581
57,2010-09,-3.437754447782936
57,2010-10,-0.0028216272876306903
57,2010-11,-7.215745426947251e-06
57,2010-12,-1.7043930711224675e-08
57,2011-01,4.897210601484403e-07
57,2011-02,0.00011864891348523088
57,2011-03,-16.404474454695446
57,2011-04,-0.013305850605320302
57,2011-05,-2.3135678929975256e-05
57,2011-06,0.010896115196374012
57,2011-07,-26.209953177363786
57,2011-08,0.010075945703647449
57,2011-09,-4.694210840094456
57,2011-10,-0.0038483973603433697
57,2011-11,220.9999901603369
57,2011-12,0.1808642645846703
57,2012-01,0.00046274053056549747
57,2012-02,0.00010722056686063297
57,2012-03,-14.280159117473886
57,2012-04,-0.011580697104363935
57,2012-05,-2.0124949514865875e-05
57,2012-06,0.009490478943916969
57,2012-07,-22.818076963309068
57,2012-08,0.008830553284497
57,2012-09,-4.106891934738087
57,2012-10,-0.003394843146452331
57,2012-11,-17.7542170461802
57,2012-12,-0.01455890349825495
57,2013-01,-3.684385410451796e-05
57,2013-02,9.451190999243408e-05
57,2013-03,-12.49348874271709
57,2013-04,-0.010130361251867726
57,2013-05,-1.7597139958525077e-05
57,2013-06,0.008306649557198398
57,2013-07,-19.964653029057445
57,2013-08,0.0077656661760556744
57,2013-09,-3.6068788855318417
57,2013-10,-0.002979446833705879
57,2013-11,-25.488980359981724
57,2013-12,-0.02088465453016397
57,2014-01,-5.305526065058075e-05
57,2014-02,8.419072946708184e-05
57,2014-03,-10.972409793917905
57,2014-04,-0.008896034303688793
57,2014-05,-1.5448016711161472e-05
57,2014-06,0.007297731572180055
57,2014-07,-17.534955928787895
57,2014-08,0.006847348435258027
57,2014-09,-3.177134082228804
57,2014-10,-0.002622281643198221
57,2014-11,-22.452073265085346
57,2014-12,-0.01839480918897607
57,2015-01,-4.6727622247999534e-05
57,2015-02,7.500374522351194e-05
57,2015-03,-9.665092330711559
57,2015-04,-0.00783545207559655
57,2015-05,-1.3602890248876065e-05
57,2015-06,0.006429882323573111
57,2015-07,-15.44641560758464
57,2015-08,0.006050116224287194
57,2015-09,-2.8050252564862603
57,2015-10,-0.0023136627478379523
57,2015-11,-19.82246622360617
57,2015-12,-0.016239341406617314
57,2016-01,-4.125048690184485e-05
57,2016-02,6.679872785753105e-05
57,2016-03,-8.533108012610683
57,2016-04,-0.0069173043684713775
57,2016-05,-1.2006572433165275e-05
57,2016-06,0.0056779385631671175
57,2016-07,-13.637782712499757
57,2016-08,0.005354346470994642
57,2016-09,-2.480933609425847
57,2016-10,-0.0020453101806197083
57,2016-11,-17.53218543866751
57,2016-12,-0.014362325298861833
57,2017-01,-3.648140591394622e-05
57,2017-02,5.94810517213773e-05
57,2017-03,-7.547195710179949
57,2017-04,-0.006117767932664719
57,2017-05,-1.0617168300086632e-05
57,2017-06,0.005022691912017763
57,2017-07,-12.062399406355325
57,2017-08,0.0047445939926547
57,2017-09,-2.197360530461083
57,2017-10,-0.0018108125295839272
57,2017-11,-15.528239982240848
57,2017-12,-0.012720191287371563
57,2018-01,-3.2309450034517795e-05
57,2018-02,5.2959996537538245e-05
57,2018-03,-6.684544068524701
57,2018-04,-0.0054182831718208035
57,2018-05,-9.40210884436965e-06
57,2018-06,0.00444913492356136
57,2018-07,-10.683878640980765
57,2018-08,0.004208464129987988
57,2018-09,277.0516623244621
57,2018-10,0.22675965794223885
57,2018-11,-13.767869220575449
57,2018-12,-0.011276789717157953
57,2019-01,-2.8642605684581213e-05
57,2019-02,4.7151506805676036e-05
57,2019-03,-5.926996920834426
57,2019-04,-0.004804086907824967
57,2019-05,-8.33553531265352e-06
57,2019-06,0.003945299595216056
57,2019-07,-9.473249519738602
57,2019-08,0.003241763237383566
57,2019-09,-20.640465790451344
57,2019-10,-0.016909768208279274
57,2019-11,-12.218677990009382
57,2019-12,-0.010008621748056612
57,2020-01,-2.5421137252124026e-05
57,2020-02,4.197901762381662e-05
57,2020-03,-5.259838008665611
57,2020-04,-0.0042632193963072496
57,2020-05,-7.3965311457868665e-06
57,2020-06,0.003501469234834076
57,2020-07,-8.40702317053183
57,2020-08,0.0029062442081340123
57,2020-09,-30.823132329689543
57,2020-10,-0.025242295083444333
57,2020-11,-10.850707184361454
57,2020-12,-0.00888795518585539
57,2021-01,-2.2574455215362832e-05
57,2021-02,3.737356200872455e-05
57,2021-03,-4.670949232646308
57,2021-04,-0.0037858369723835494
57,2021-05,-6.5679068939061835e-06
57,2021-06,0.0031096308084670454
57,2021-07,-7.465853023912132
57,2021-08,0.002615212479213369
57,2021-09,-27.38686113444055
57,2021-10,-0.022427695999795105
57,2021-11,-9.641032214358347
57,2021-12,-0.007896973160313792
57,2022-01,-2.005727401410695e-05
57,2022-02,3547.9300332732746
57,2022-03,-1.2461469057543582
57,2022-04,0.004059576049257885
57,2022-05,1.3139901057002135e-05
57,2022-06,0.002763135937129846
57,2022-07,-6.633586684756665
57,2022-08,0.0023477664290112443
57,2022-09,-24.343972898199354
57,2022-10,-0.01993545798904961
57,2022-11,-8.569840345422563
57,2022-12,-0.0070195593743846985
57,2023-01,-5.758717998105567e-05
57,2023-02,-235.32635167561966
57,2023-03,-3.8817558069204097
57,2023-04,-0.0034824449103325605
57,2023-05,-6.445676262956113e-06
57,2023-06,0.002456174928738619
57,2023-07,-5.896582189936453
57,2023-08,0.002103849925333634
57,2023-09,-21.64640591535681
57,2023-10,-0.017726154033880448
57,2023-11,-7.620212356488992
57,2023-12,-0.006241654215045855
57,2024-01,-4.912061558570713e-05
57,2024-02,-368.1253049612824
57,2024-03,-3.581659334931828
57,2024-04,-0.0034289390096091665
57,2024-05,-6.580949047929607e-06
57,2024-06,0.0021840666195203084
58,2000-07,5427.0
58,2000-08,-0.009483656667725882
58,2000-09,-2.5483132048975676e-08
58,2000-10,0.0
58,2000-11,0.0
58,2000-12,0.0
58,2001-01,0.0
58,2001-02,0.0
58,2001-03,0.0
58,2001-04,0.0
58,2001-05,0.0
58,2001-06,0.0
58,2001-07,-3561.4349086976
58,2001-08,0.011071310637817078
58,2001-09,4.377397999633104e-09
58,2001-10,0.0
58,2001-11,0.0
58,2001-12,0.0
58,2002-01,0.0
58,2002-02,0.0
58,2002-03,0.0
58,2002-04,0.0
58,2002-05,3.601599019020796e-10
58,2002-06,0.0001340886474281433
58,2002-07,-109.57352529329455
58,2002-08,-0.00013170814690965926
58,2002-09,-9.62245394475758e-10
58,2002-10,0.0
58,2002-11,0.0
58,2002-12,0.0
58,2003-01,0.0
58,2003-02,0.0
58,2003-03,0.0
58,2003-04,0.0
58,2003-05,2.1827872842550278e-10
58,2003-06,7.06395649103797e-05
58,2003-07,-53.692612843045026
58,2003-08,-6.403859242709586e-05
58,2003-09,-5.429683369584382e-10
58,2003-10,0.0
58,2003-11,0.0
58,2003-12,0.0
58,2004-01,0.0
58,2004-02,0.0
58,2004-03,0.0
58,2004-04,0.0
58,2004-05,1.5188561519607902e-10
58,2004-06,4.7630516746721696e-05
58,2004-07,-35.411093808980695
58,2004-08,-4.18793342760182e-05
58,2004-09,-3.710738383233547e-10
58,2004-10,0.0
58,2004-11,0.0
58,2004-12,0.0
58,2005-01,0.0
58,2005-02,0.0
58,2005-03,0.0
58,2005-04,0.0
58,2005-05,1.1641532182693481e-10
58,2005-06,3.574456786736846e-05
58,2005-07,-26.29345494302197
58,2005-08,-3.0912973670638166e-05
58,2005-09,-2.7921487344428897e-10
58,2005-10,0.0
58,2005-11,0.0
58,2005-12,0.0
58,2006-01,0.0
58,2006-02,0.0
58,2006-03,0.0
58,2006-04,0.0
58,2006-05,9.367795428261161e-11
58,2006-06,2.8459739951358642e-05
58,2006-07,-20.805742646274666
58,2006-08,-2.435939859424252e-05
58,2006-09,-2.219167072325945e-10
58,2006-10,0.0
58,2006-11,0.0
58,2006-12,0.0
58,2007-01,0.0
58,2007-02,0.0
58,2007-03,0.0
58,2007-04,0.0
58,2007-05,7.73070496506989e-11
58,2007-06,2.3517789486504626e-05
58,2007-07,-17.12420933812882
58,2007-08,-1.9988350686617196e-05
